our,remove,internet,free,you,your,000,money,hp,george,Target
0,0,6,0,0,0,0,0,0,0,0.0 
3,0,0,0,0,0,0,0,3,6,0.0 
7,0,3,0,15,0,0,0,2,13,1.0 
0,0,11,0,5,0,0,0,0,5,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,4,0.0 
1,0,3,0,12,1,0,0,3,0,0.0 
0,0,0,0,6,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,7,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,9,0,0,0,0,0,1.0 
0,0,15,0,0,0,0,0,0,15,0.0 
7,0,0,0,3,0,0,0,0,3,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,3,3,0,0,3,0,0,0,3,0.0 
0,0,5,0,1,0,0,0,0,0,0.0 
0,2,7,0,2,4,0,11,4,14,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
4,3,4,0,0,1,0,2,4,7,1.0 
0,0,8,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,4,0.0 
0,4,4,0,20,0,16,8,0,0,1.0 
0,13,9,0,0,0,0,0,0,18,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
10,0,0,0,10,0,0,0,0,0,0.0 
5,0,11,0,5,11,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
10,0,20,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,0,1,0,3,1,0,0,0,0,0.0 
0,0,7,0,0,0,7,0,0,0,1.0 
0,0,8,0,0,0,0,0,8,0,0.0 
0,3,10,0,6,3,3,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,25,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,3,0,15,1,0,0,3,1,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,1,0,1,0,0,0,5,3,1.0 
0,0,0,0,0,1,0,2,0,0,0.0 
0,0,0,0,0,1,0,0,0,1,0.0 
0,0,0,0,7,0,0,0,0,0,1.0 
0,0,2,0,8,2,0,3,0,1,1.0 
0,0,10,0,10,0,0,0,0,0,1.0 
1,0,2,0,2,0,0,0,0,1,0.0 
2,1,1,0,0,0,1,0,4,0,1.0 
0,0,22,0,0,0,22,0,0,0,1.0 
0,0,20,0,0,0,0,0,0,0,0.0 
3,0,10,0,0,0,0,0,0,0,0.0 
0,6,6,0,3,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,1,2,0,10,1,1,9,8,5,1.0 
8,0,8,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,11,0,0,1.0 
1,0,3,0,5,0,0,3,0,0,0.0 
4,0,9,0,9,0,9,0,0,0,1.0 
0,0,3,0,3,7,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,15,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,6,6,0,0,0,0,0.0 
0,3,3,0,16,3,6,0,0,1,1.0 
0,0,24,0,0,0,0,0,2,0,0.0 
0,0,0,0,12,0,0,0,0,25,0.0 
3,0,5,0,6,1,0,0,7,2,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,12,0,0,0,0,0,0,0,0.0 
0,0,4,0,2,1,0,0,0,0,0.0 
0,0,0,0,11,0,0,0,0,0,1.0 
1,2,1,0,4,4,0,1,10,15,1.0 
0,0,0,0,0,0,0,12,0,4,1.0 
0,0,0,0,3,0,0,0,1,2,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,14,0,0,0,0,0,0,0,0.0 
0,0,4,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,5,0,0,0,0,0,0.0 
0,0,0,0,8,0,0,0,0,0,0.0 
1,0,5,0,1,0,1,3,1,0,1.0 
7,3,7,0,0,5,0,5,11,13,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
3,2,2,0,0,4,0,2,0,14,1.0 
0,14,0,0,0,0,0,0,0,14,1.0 
0,0,2,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,19,0,0,0,1.0 
0,0,0,0,0,0,16,0,0,16,1.0 
0,0,3,0,6,6,6,3,0,18,1.0 
0,6,7,0,3,6,5,1,10,5,1.0 
11,0,0,0,0,0,0,0,0,0,1.0 
2,0,0,0,0,2,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
20,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,1,5,0,3,0,0,0,5,8,1.0 
0,0,9,0,3,0,0,0,3,0,1.0 
0,0,0,0,1,0,0,0,0,0,1.0 
0,13,0,0,0,0,0,0,6,6,0.0 
16,0,0,0,32,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
6,0,6,0,12,0,6,0,0,0,1.0 
9,0,9,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,37,1.0 
0,0,0,0,9,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,7,1.0 
7,0,0,0,0,0,0,0,0,0,0.0 
0,5,0,0,5,0,5,0,0,5,1.0 
0,13,0,0,0,4,0,0,13,0,1.0 
0,0,0,0,11,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,1,7,0,6,2,4,1,14,8,1.0 
0,1,0,0,2,0,0,0,0,4,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,11,0,34,0,0,5,5,0,1.0 
0,0,0,0,0,0,0,0,0,23,0.0 
0,0,6,0,0,6,0,0,0,0,0.0 
2,0,0,0,2,2,0,0,0,0,0.0 
0,0,0,0,8,0,0,0,0,0,1.0 
0,0,2,0,2,0,0,0,0,0,0.0 
0,0,3,0,6,6,3,3,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,5,0,0,0,0,0,0,25,0,1.0 
0,0,6,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,13,6,0,0,0,6,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,8,10,2,1,5,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,5,0,0,0.0 
0,0,0,0,0,0,0,0,0,9,0.0 
0,0,7,0,2,0,0,0,2,2,1.0 
0,0,1,0,0,0,0,0,0,0,0.0 
0,5,5,0,22,0,5,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,1,3,0,7,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,9,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,10,1.0 
0,8,6,0,0,10,0,2,4,6,1.0 
1,0,6,0,3,1,3,8,1,5,1.0 
0,1,7,0,1,0,0,0,0,0,0.0 
0,0,11,0,11,0,0,0,0,0,0.0 
6,0,0,0,6,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,5,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,4,0,13,0,4,0,0,0,1.0 
0,0,7,0,3,3,0,0,0,0,0.0 
0,0,0,0,0,4,0,0,0,8,1.0 
0,1,2,0,5,3,1,0,3,0,1.0 
0,0,3,0,11,3,0,1,1,0,1.0 
4,0,6,0,2,6,0,6,2,2,1.0 
0,142,0,0,0,0,0,0,0,0,0.0 
0,0,0,191,1,0,1,0,0,0,1.0 
0,0,7,0,8,10,2,1,5,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
4,0,0,0,8,8,0,0,0,4,1.0 
0,0,0,0,6,0,0,0,0,0,0.0 
0,0,2,0,3,0,0,1,0,0,1.0 
0,9,9,0,0,0,0,0,0,0,1.0 
0,1,0,0,1,0,0,3,0,0,0.0 
0,3,0,0,6,0,6,0,0,3,0.0 
14,14,0,0,0,0,0,0,0,14,0.0 
0,0,1,0,2,0,0,0,5,0,0.0 
3,6,0,0,0,0,6,3,3,3,1.0 
3,0,0,0,14,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,8,0,24,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,8,0.0 
0,0,0,0,0,0,0,0,0,14,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,4,9,0,24,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,5,5,0,11,5,22,0,0,5,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,2,2,0,0,0,4,0.0 
0,0,0,428,12,0,2,0,0,0,1.0 
0,16,0,0,0,0,16,0,0,16,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,11,0,0,0,0,0,0,0,0.0 
2,0,0,0,2,2,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,14,0,0,0,0,29,0,0,14,1.0 
0,0,0,0,0,0,0,0,0,6,0.0 
9,0,0,0,0,0,0,0,0,0,0.0 
3,0,19,0,11,0,0,0,3,3,1.0 
0,0,13,0,0,0,0,0,0,0,1.0 
1,0,1,0,14,3,0,0,0,0,1.0 
0,0,19,0,0,0,0,0,0,9,0.0 
0,0,12,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
4,4,4,0,4,0,0,0,0,13,1.0 
0,0,5,0,0,5,0,2,0,0,1.0 
0,0,4,0,14,0,0,0,0,0,1.0 
0,0,0,0,0,0,3,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,6,0,0,12,0,0,0,0,36,0.0 
0,0,7,0,0,0,7,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,4,0.0 
0,0,15,0,0,0,15,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
4,6,6,0,19,0,5,4,0,4,1.0 
0,0,0,0,0,12,0,0,0,0,0.0 
0,0,0,0,6,12,0,0,0,0,0.0 
4,0,4,0,0,0,0,0,0,0,0.0 
0,0,1,0,5,0,0,0,0,0,0.0 
0,0,11,0,0,0,0,0,0,0,0.0 
2,0,0,0,0,0,0,2,0,0,1.0 
0,7,7,0,7,3,0,0,0,0,0.0 
0,0,0,0,5,0,2,5,0,2,1.0 
0,4,19,0,24,0,0,0,0,0,1.0 
20,0,0,0,0,0,0,0,0,0,0.0 
20,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,1,0,0.0 
3,0,6,0,1,5,0,5,1,1,1.0 
0,0,0,0,0,0,0,0,0,10,0.0 
0,0,0,0,0,0,0,4,0,0,0.0 
0,0,1,0,0,0,0,0,7,0,0.0 
0,11,11,0,0,0,0,0,11,0,1.0 
1,0,1,0,15,3,0,0,0,1,1.0 
0,0,12,0,0,0,0,0,0,12,0.0 
0,0,0,0,2,4,0,0,0,4,0.0 
0,0,11,0,11,0,7,0,0,0,1.0 
0,0,3,0,10,1,0,0,0,0,0.0 
0,0,5,0,0,0,0,0,5,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,6,9,0,3,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,5,0,0,0,0,0,0,0,0.0 
0,0,0,197,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,15,0,7,0,0,0,0,0,0.0 
0,0,0,0,9,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,2,2,2,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,15,0,3,11,0,3,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,9,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
5,3,4,0,1,1,0,1,4,5,1.0 
1,1,7,0,2,1,2,6,1,3,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,1,7,0,1,3,3,0,0,0,1.0 
1,2,5,0,2,0,1,0,0,3,1.0 
0,0,12,0,0,0,0,0,0,0,0.0 
0,4,4,0,4,4,4,0,0,0,1.0 
5,0,5,0,0,0,0,5,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,6,6,0,0,0,1.0 
2,5,5,0,8,0,5,0,0,11,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,11,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,4,0,6,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,52,0,0.0 
0,0,12,0,0,12,0,0,0,0,1.0 
0,0,0,0,0,3,0,0,0,0,0.0 
0,0,0,0,22,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,3,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
2,0,1,0,8,0,0,0,0,0,0.0 
0,0,10,0,15,0,0,0,0,10,0.0 
0,0,0,0,0,0,0,0,0,7,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,6,0,0,0,0,0,0.0 
0,0,4,0,2,2,0,0,0,0,0.0 
1,0,1,1,14,3,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,6,0.0 
4,0,0,0,6,4,0,4,0,2,1.0 
0,0,4,0,4,0,4,0,0,0,1.0 
0,0,0,0,20,0,0,0,0,0,0.0 
0,0,0,0,14,0,0,0,0,0,0.0 
5,0,8,0,2,8,0,8,2,2,1.0 
0,0,0,0,19,0,0,0,0,0,0.0 
7,1,3,0,1,1,0,2,7,3,1.0 
1,0,0,0,3,0,0,3,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
20,0,0,0,0,0,0,0,0,0,0.0 
3,0,3,0,0,3,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,7,0,7,0,0,0,1.0 
0,0,6,0,0,0,0,0,0,0,1.0 
10,0,10,0,10,10,0,0,0,0,0.0 
0,0,0,0,10,10,0,0,0,0,1.0 
0,0,2,0,3,0,0,1,0,0,1.0 
1,0,1,0,14,3,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
3,0,6,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,3,3,3,3,0,0,1.0 
9,0,0,0,9,0,18,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,2,0,1,1,0,0,0,0,1.0 
4,0,0,0,8,0,0,0,0,4,1.0 
7,0,7,0,0,0,0,0,0,7,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,1,6,0,3,1,0,8,1,6,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,0,0,0,7,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,19,7,0,7,0,0,3,0,0,0.0 
1,1,0,0,15,1,7,0,1,1,1.0 
16,0,16,0,0,0,0,0,16,0,1.0 
0,0,0,0,5,0,0,0,0,16,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,14,0,0,0,0,14,0,0,0,1.0 
3,2,6,0,8,3,0,3,2,41,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,27,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,35,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,2,4,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,7,6,0,6,1,2,2,0,0,0.0 
0,0,12,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,10,0,0,0,1.0 
0,0,0,0,0,0,0,0,9,0,1.0 
4,3,3,0,0,4,0,2,0,14,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,1,0,0,5,0,0,0.0 
0,0,4,0,4,4,0,0,0,4,0.0 
0,6,0,0,0,0,0,0,0,6,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,4,4,4,0,0,0,1.0 
0,0,2,0,8,8,0,29,5,8,1.0 
0,0,0,0,32,0,0,0,0,0,0.0 
1,0,2,0,5,1,0,1,4,0,0.0 
0,0,0,0,0,23,0,0,0,0,1.0 
0,0,0,0,0,12,0,6,0,0,1.0 
0,0,3,0,0,0,3,0,0,3,1.0 
4,0,8,0,4,13,4,0,0,0,1.0 
4,0,4,0,4,4,0,0,0,8,1.0 
1,0,2,0,11,5,1,5,0,4,1.0 
0,0,0,0,9,4,0,0,4,0,0.0 
0,0,4,0,0,0,0,0,0,0,0.0 
0,0,0,0,11,0,0,5,0,39,0.0 
1,2,12,0,4,5,4,3,6,6,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,1,9,0,7,7,4,0,7,1,1.0 
0,0,0,0,8,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,3,0.0 
0,0,25,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,9,0,18,4,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
5,0,10,0,5,0,10,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,1,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,14,0,0,4,1.0 
0,0,3,0,4,1,0,0,0,0,0.0 
0,0,7,0,0,0,0,0,0,0,0.0 
0,0,9,0,3,0,0,0,3,0,1.0 
0,0,2,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
7,0,7,0,7,0,0,0,0,0,0.0 
0,3,0,0,6,0,6,0,0,3,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,14,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,11,0,0,0,11,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,12,0.0 
8,0,0,0,0,0,0,0,0,17,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,1,0,5,0,0,0,0,0,0.0 
0,11,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
2,2,0,0,7,0,0,0,2,7,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,4,0,0,0,0,0,0.0 
3,0,0,0,0,0,0,0,0,0,1.0 
6,4,3,0,3,1,0,4,6,4,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,0,7,2,2,0,1,1,0,0,1.0 
0,0,11,0,34,0,0,5,5,0,1.0 
0,0,2,0,0,0,0,1,0,1,0.0 
0,0,3,0,3,3,3,3,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,2,0,5,0,2,0,0,2,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,12,0,0,0,0,0,0,6,12,0.0 
7,3,7,0,0,7,7,11,3,3,1.0 
1,0,3,0,0,0,0,0,0,1,0.0 
0,3,7,0,3,0,1,0,0,5,1.0 
0,0,17,0,0,0,0,0,0,0,1.0 
0,0,0,0,7,0,0,0,0,0,1.0 
0,3,6,0,3,6,3,0,0,10,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,5,5,0,22,0,11,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,2,0,0.0 
0,0,5,0,0,0,0,5,0,0,0.0 
2,0,1,0,0,0,0,3,0,1,0.0 
0,3,3,0,10,0,0,3,0,10,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,30,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,5,0.0 
20,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,2,0.0 
0,0,7,0,7,0,0,0,0,0,0.0 
4,9,9,0,4,0,0,4,0,18,1.0 
0,0,20,0,20,0,0,0,0,0,0.0 
9,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,38,0,0,12,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
2,0,2,0,14,2,0,1,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,14,0,0,0,0,0,0,0,0.0 
4,0,4,0,4,0,0,0,0,0,0.0 
10,0,5,0,5,0,0,0,0,0,0.0 
0,0,7,0,7,0,7,5,0,10,1.0 
1,2,12,0,4,5,4,3,6,6,1.0 
0,0,13,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,12,0.0 
5,0,0,0,0,0,0,0,0,0,0.0 
0,0,11,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,2,7,0,2,2,0,10,5,15,1.0 
0,0,0,0,9,0,0,0,0,0,0.0 
2,5,2,0,2,1,0,0,8,11,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
3,0,0,0,0,0,0,0,0,0,0.0 
0,4,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,0,0,0,0,0,0,0.0 
1,0,4,0,0,0,0,2,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,10,0,32,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,1,0,1,0,0,1,1,1,1.0 
0,0,1,0,3,0,1,0,6,1,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,5,0,0,0,0,0,0,0,0,0.0 
0,0,2,0,8,0,0,0,0,0,0.0 
0,15,11,0,0,0,0,0,0,23,0.0 
0,0,4,0,4,0,0,0,0,4,0.0 
2,8,4,0,2,0,0,0,13,15,1.0 
0,0,2,0,9,0,0,0,2,0,0.0 
9,1,4,0,0,2,0,0,0,4,1.0 
0,2,7,0,10,2,0,0,0,0,0.0 
4,0,13,0,0,4,0,0,0,0,0.0 
6,0,3,0,14,0,0,0,2,13,1.0 
0,0,5,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,0,1,0,0,0,0,0,5,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,19,0,0,0,0,6,1.0 
0,0,0,0,0,0,0,0,0,10,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,6,0,0.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,10,0,10,0,0,0,0,0,0.0 
0,0,9,0,0,0,0,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,3,0,0,0,0,0,1.0 
0,142,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,41,0,0,0,0,0,0.0 
0,0,12,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,4,4,4,4,0,0,1.0 
11,0,0,0,0,0,0,0,0,11,0.0 
0,0,1,0,2,1,0,0,0,0,0.0 
0,0,1,0,3,0,1,0,6,1,1.0 
0,0,3,0,3,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,7,0,0,0,0,0,0,0,0.0 
0,0,5,0,11,0,0,0,0,0,1.0 
0,0,2,0,7,0,0,0,4,0,1.0 
0,0,1,0,6,0,3,0,10,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,5,5,0,5,0,0,5,0,0,1.0 
0,0,0,0,0,0,0,0,0,13,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,15,0.0 
0,0,0,0,5,0,0,0,0,0,0.0 
3,0,0,0,0,3,0,0,0,0,1.0 
2,0,4,0,0,0,0,0,0,2,0.0 
0,0,4,0,3,0,0,0,5,0,1.0 
0,0,0,0,0,0,0,0,1,0,0.0 
1,1,0,0,0,0,0,0,0,1,1.0 
1,0,1,0,4,1,1,0,2,2,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,10,0,0,0,0,0,0,0,0.0 
0,0,0,0,5,2,0,0,3,0,1.0 
0,6,6,0,4,0,1,1,0,0,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
5,0,10,0,5,0,10,0,0,0,1.0 
0,0,0,0,0,0,0,0,0,12,0.0 
0,0,1,0,1,0,0,0,0,0,0.0 
0,0,0,0,0,0,11,0,0,11,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,7,0,0,0,7,7,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,3,13,0,0,0,13,3,0,3,1.0 
0,0,3,0,0,7,3,3,0,0,1.0 
0,0,2,0,3,2,2,0,0,0,1.0 
0,0,2,0,8,8,2,0,2,2,1.0 
0,1,3,0,1,0,0,1,1,0,0.0 
0,2,0,0,2,0,0,2,0,4,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
1,0,1,4,1,0,0,0,0,0,1.0 
1,0,3,0,12,6,0,6,0,1,1.0 
0,0,0,0,0,0,0,0,0,0,1.0 
0,0,0,0,9,0,9,0,0,0,1.0 
0,0,1,0,1,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,8,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,12,0.0 
0,10,0,0,10,0,10,5,0,5,1.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,0,0,0,0,0,0,0,0,0,0.0 
0,1,3,0,11,4,2,3,0,1,1.0 
